district_school,GRADE_LEVEL,SCHOOL_NAME,DISTRICT_NAME,Disability__Autism,Disability__Blind_and_Visually_Impaired,Disability__Deaf_or_Hard_of_Hearing,Disability__Deafblind,Disability__Emotional_Behavioral_Disability,Disability__Intellectual_Disability,Disability__Not_IDEA_Eligible_or_No_Disability,Disability__Orthopedic_Impairment,Disability__Other_Health_Impairment,Disability__Significant_Developmental_Delay,Disability__Specific_Learning_Disability,Disability__Speech_or_Language_Impairment,Disability__Traumatic_Brain_Injury,Disability_Status__SwD,Disability_Status__SwoD,Economic_Status__Econ_Disadv,Economic_Status__Not_Econ_Disadv,EL_Status__EL,EL_Status__Eng_Prof,EL_Status__Unknown,Gender__Female,Gender__Male,Gender__Non-binary,Migrant_Status__Migrant,Migrant_Status__Not_Migrant,Race/Ethnicity__Amer_Indian,Race/Ethnicity__Asian,Race/Ethnicity__Black,Race/Ethnicity__Hispanic,Race/Ethnicity__Pacific_Isle,Race/Ethnicity__Two_or_More,Race/Ethnicity__White,Economic_Status__Unknown,Disability__Unknown,Disability_Status__Unknown,Race/Ethnicity__Unknown,Economic_Status__[Data_Suppressed],Disability__[Data_Suppressed],Disability_Status__[Data_Suppressed],Gender__[Data_Suppressed],Migrant_Status__[Data_Suppressed]
04130170,4,Fran Fruzen Intermediate,Beloit,NA,NA,*,NA,*,*,85.23,NA,*,NA,*,*,NA,14.77,85.23,77.27,22.73,22.73,77.27,NA,53.41,46.59,NA,NA,100.00,NA,NA,19.32,32.95,NA,11.36,36.36,NA,NA,NA,NA,NA,NA,NA,NA,NA
04130170,5,Fran Fruzen Intermediate,Beloit,*,NA,NA,NA,6.73,*,75.00,NA,7.69,NA,*,*,NA,25.00,75.00,70.19,29.81,23.08,76.92,NA,37.50,62.50,NA,NA,100.00,NA,0.96,22.12,40.38,0.96,6.73,28.85,NA,NA,NA,NA,NA,NA,NA,NA,NA
04130170,6,Fran Fruzen Intermediate,Beloit,*,NA,NA,NA,*,NA,85.19,NA,*,NA,*,*,NA,14.81,85.19,70.37,29.63,23.46,76.54,NA,51.85,48.15,NA,NA,100.00,NA,NA,19.75,38.27,NA,11.11,30.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
04130170,7,Fran Fruzen Intermediate,Beloit,*,NA,*,NA,*,NA,79.59,NA,*,NA,8.16,*,NA,20.41,79.59,71.43,28.57,17.35,82.65,NA,53.06,46.94,NA,NA,100.00,1.02,1.02,26.53,32.65,NA,5.10,33.67,NA,NA,NA,NA,NA,NA,NA,NA,NA
04130170,8,Fran Fruzen Intermediate,Beloit,*,NA,NA,NA,*,NA,82.22,NA,*,NA,*,*,*,17.78,82.22,68.89,31.11,22.22,77.78,NA,46.67,53.33,NA,NA,100.00,NA,NA,23.33,41.11,NA,7.78,27.78,NA,NA,NA,NA,NA,NA,NA,NA,NA
04130110,1,Gaston Elementary,Beloit,*,NA,NA,NA,NA,NA,87.76,NA,NA,*,NA,*,NA,12.24,87.76,69.39,30.61,26.53,73.47,NA,53.06,46.94,NA,NA,100.00,NA,NA,10.20,36.73,NA,12.24,40.82,NA,NA,NA,NA,NA,NA,NA,NA,NA
04130110,2,Gaston Elementary,Beloit,*,NA,NA,NA,*,NA,82.26,NA,*,*,NA,*,NA,17.74,82.26,75.81,24.19,11.29,88.71,NA,53.23,46.77,NA,NA,100.00,NA,1.61,19.35,25.81,NA,9.68,43.55,NA,NA,NA,NA,NA,NA,NA,NA,NA
04130110,3,Gaston Elementary,Beloit,*,NA,NA,NA,NA,NA,85.71,NA,NA,*,*,*,NA,14.29,85.71,83.33,16.67,11.90,88.10,NA,52.38,47.62,NA,NA,100.00,NA,2.38,21.43,16.67,2.38,23.81,33.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
04130110,K4,Gaston Elementary,Beloit,NA,NA,NA,NA,NA,NA,82.93,NA,NA,*,NA,*,NA,17.07,82.93,NA,NA,NA,100.00,NA,48.78,51.22,NA,NA,100.00,NA,NA,17.07,26.83,NA,21.95,34.15,NA,NA,NA,NA,*,NA,NA,NA,NA
04130110,KG,Gaston Elementary,Beloit,*,NA,NA,NA,NA,NA,83.61,NA,NA,*,NA,*,NA,16.39,83.61,80.33,19.67,4.92,95.08,NA,45.90,54.10,NA,NA,100.00,NA,NA,6.56,29.51,1.64,14.75,47.54,NA,NA,NA,NA,NA,NA,NA,NA,NA
04130110,PK,Gaston Elementary,Beloit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,*,*,NA,NA,100.00,NA,NA,33.33,33.33,NA,NA,33.33,NA,NA,NA,NA,*,*,*,NA,NA
04130120,1,Hackett Elementary,Beloit,*,NA,NA,NA,NA,*,79.71,NA,NA,*,NA,8.70,NA,20.29,79.71,78.26,21.74,39.13,60.87,NA,47.83,52.17,NA,NA,100.00,NA,NA,27.54,52.17,NA,7.25,13.04,NA,NA,NA,NA,NA,NA,NA,NA,NA
04130120,2,Hackett Elementary,Beloit,*,NA,NA,NA,NA,*,81.97,NA,*,*,NA,*,NA,18.03,81.97,81.97,18.03,26.23,73.77,NA,49.18,50.82,NA,NA,100.00,NA,NA,24.59,40.98,NA,13.11,21.31,NA,NA,NA,NA,NA,NA,NA,NA,NA
04130120,3,Hackett Elementary,Beloit,*,NA,NA,NA,NA,*,*,NA,*,NA,*,*,NA,*,*,74.07,25.93,46.30,53.70,NA,46.30,53.70,NA,NA,100.00,1.85,NA,14.81,50.00,NA,12.96,20.37,NA,NA,NA,NA,NA,NA,NA,NA,NA
04130120,K4,Hackett Elementary,Beloit,*,NA,NA,NA,NA,NA,*,NA,NA,*,NA,*,NA,*,*,NA,NA,NA,100.00,NA,56.82,43.18,NA,NA,100.00,NA,NA,20.45,47.73,NA,11.36,20.45,NA,NA,NA,NA,*,NA,NA,NA,NA
04130120,KG,Hackett Elementary,Beloit,*,NA,*,NA,NA,NA,78.85,NA,NA,*,NA,*,NA,21.15,78.85,78.85,21.15,17.31,82.69,NA,50.00,50.00,NA,NA,100.00,NA,NA,26.92,26.92,NA,19.23,26.92,NA,NA,NA,NA,NA,NA,NA,NA,NA
04130120,PK,Hackett Elementary,Beloit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,*,*,NA,NA,100.00,NA,14.29,NA,57.14,NA,14.29,14.29,NA,NA,NA,NA,*,*,*,NA,NA
04130180,4,McNeel Intermediate,Beloit,*,NA,NA,NA,*,*,82.80,NA,*,*,*,*,NA,17.20,82.80,76.34,23.66,16.13,83.87,NA,43.01,56.99,NA,NA,100.00,NA,1.08,20.43,22.58,NA,10.75,45.16,NA,NA,NA,NA,NA,NA,NA,NA,NA
04130180,5,McNeel Intermediate,Beloit,*,NA,NA,NA,*,NA,82.52,NA,6.80,NA,*,*,NA,17.48,82.52,75.73,24.27,19.42,80.58,NA,53.40,46.60,NA,NA,100.00,NA,NA,25.24,28.16,NA,12.62,33.98,NA,NA,NA,NA,NA,NA,NA,NA,NA
04130180,6,McNeel Intermediate,Beloit,NA,NA,NA,NA,*,*,85.56,NA,*,NA,*,*,NA,14.44,85.56,75.56,24.44,16.67,83.33,NA,52.22,47.78,NA,NA,100.00,NA,NA,22.22,33.33,NA,13.33,31.11,NA,NA,NA,NA,NA,NA,NA,NA,NA
04130180,7,McNeel Intermediate,Beloit,*,NA,NA,NA,*,NA,79.52,NA,*,NA,9.64,NA,NA,20.48,79.52,79.52,20.48,22.89,77.11,NA,48.19,51.81,NA,NA,100.00,1.20,NA,16.87,36.14,NA,13.25,32.53,NA,NA,NA,NA,NA,NA,NA,NA,NA
04130180,8,McNeel Intermediate,Beloit,NA,NA,NA,NA,*,*,83.87,NA,*,NA,6.45,NA,NA,16.13,83.87,78.49,21.51,20.43,79.57,NA,53.76,46.24,NA,NA,100.00,NA,NA,23.66,29.03,NA,10.75,36.56,NA,NA,NA,NA,NA,NA,NA,NA,NA
04130200,10,Memorial High,Beloit,2.19,NA,*,NA,2.73,*,81.97,NA,5.74,NA,5.19,*,NA,18.03,81.97,70.77,29.23,19.95,80.05,NA,56.01,43.99,NA,NA,100.00,0.55,0.55,21.58,37.98,NA,7.38,31.97,NA,NA,NA,NA,NA,NA,NA,NA,NA
04130200,11,Memorial High,Beloit,*,NA,NA,NA,2.48,*,87.10,NA,2.98,NA,4.71,NA,NA,12.90,87.10,62.28,37.72,16.87,83.13,NA,48.39,51.61,NA,NA,100.00,0.25,1.49,18.86,37.97,0.50,6.45,34.49,NA,NA,NA,NA,NA,NA,NA,NA,NA
04130200,12,Memorial High,Beloit,3.83,*,*,NA,NA,*,85.71,NA,3.14,NA,4.18,*,NA,14.29,85.71,58.19,41.81,10.80,89.20,NA,52.61,47.39,NA,NA,100.00,0.70,1.39,14.29,41.81,NA,5.23,36.59,NA,NA,NA,NA,NA,NA,NA,NA,NA
04130200,9,Memorial High,Beloit,*,NA,NA,NA,1.66,*,83.66,NA,2.77,NA,9.42,*,NA,16.34,83.66,73.13,26.87,21.61,78.39,NA,44.60,55.40,NA,NA,100.00,0.28,1.11,23.27,38.78,NA,8.59,27.98,NA,NA,NA,NA,NA,NA,NA,NA,NA
04130210,1,Merrill Elementary,Beloit,*,NA,NA,NA,NA,NA,79.07,NA,*,*,NA,*,NA,20.93,79.07,NA,NA,4.65,95.35,NA,60.47,39.53,NA,NA,100.00,NA,NA,62.79,23.26,NA,4.65,9.30,NA,NA,NA,NA,*,NA,NA,NA,NA
04130210,2,Merrill Elementary,Beloit,*,*,NA,NA,NA,NA,82.86,NA,NA,*,NA,*,NA,17.14,82.86,NA,NA,11.43,88.57,NA,45.71,54.29,NA,NA,100.00,NA,NA,45.71,25.71,NA,14.29,14.29,NA,NA,NA,NA,*,NA,NA,NA,NA
04130210,3,Merrill Elementary,Beloit,*,NA,NA,NA,*,NA,80.56,NA,*,*,NA,*,NA,19.44,80.56,NA,NA,19.44,80.56,NA,47.22,52.78,NA,NA,100.00,NA,NA,41.67,30.56,NA,16.67,11.11,NA,NA,NA,NA,*,NA,NA,NA,NA
04130210,K4,Merrill Elementary,Beloit,*,NA,NA,NA,NA,NA,*,NA,NA,NA,NA,NA,NA,*,*,NA,NA,NA,100.00,NA,65.22,34.78,NA,NA,100.00,NA,NA,60.87,21.74,NA,17.39,NA,NA,NA,NA,NA,*,NA,NA,NA,NA
04130210,KG,Merrill Elementary,Beloit,*,NA,NA,NA,NA,*,73.17,NA,NA,*,NA,*,NA,26.83,73.17,78.05,21.95,14.63,85.37,NA,46.34,53.66,NA,NA,100.00,NA,NA,43.90,24.39,NA,17.07,14.63,NA,NA,NA,NA,NA,NA,NA,NA,NA
04130210,PK,Merrill Elementary,Beloit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,*,*,*,*,*
04130260,1,Robinson Elementary,Beloit,*,NA,NA,NA,NA,NA,86.57,NA,*,*,NA,*,NA,13.43,86.57,68.66,31.34,16.42,83.58,NA,43.28,56.72,NA,NA,100.00,NA,1.49,11.94,34.33,NA,16.42,35.82,NA,NA,NA,NA,NA,NA,NA,NA,NA
04130260,2,Robinson Elementary,Beloit,NA,NA,NA,NA,*,NA,*,NA,*,*,NA,*,NA,*,*,74.00,26.00,20.00,80.00,NA,50.00,50.00,NA,NA,100.00,NA,2.00,24.00,36.00,NA,12.00,26.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
04130260,3,Robinson Elementary,Beloit,NA,NA,NA,NA,*,*,83.08,NA,*,NA,NA,*,NA,16.92,83.08,70.77,29.23,26.15,73.85,NA,41.54,58.46,NA,NA,100.00,NA,NA,23.08,40.00,NA,9.23,27.69,NA,NA,NA,NA,NA,NA,NA,NA,NA
04130260,K4,Robinson Elementary,Beloit,*,NA,NA,NA,NA,NA,*,NA,NA,*,NA,*,NA,*,*,68.75,31.25,NA,100.00,NA,50.00,50.00,NA,NA,100.00,NA,NA,16.67,31.25,NA,12.50,39.58,NA,NA,NA,NA,NA,NA,NA,NA,NA
04130260,KG,Robinson Elementary,Beloit,*,NA,NA,NA,NA,NA,91.30,NA,NA,NA,NA,*,NA,8.70,91.30,62.32,37.68,27.54,72.46,NA,49.28,50.72,NA,NA,100.00,NA,NA,21.74,43.48,NA,7.25,27.54,NA,NA,NA,NA,NA,NA,NA,NA,NA
04130260,PK,Robinson Elementary,Beloit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,*,*,*,*,*
04130320,1,Todd Elementary,Beloit,*,NA,NA,NA,NA,NA,82.09,NA,*,*,NA,*,NA,17.91,82.09,64.18,35.82,8.96,91.04,NA,52.24,47.76,NA,NA,100.00,NA,2.99,17.91,34.33,NA,8.96,35.82,NA,NA,NA,NA,NA,NA,NA,NA,NA
04130320,2,Todd Elementary,Beloit,*,NA,NA,NA,*,*,87.50,NA,*,*,NA,*,NA,12.50,87.50,66.67,33.33,16.67,83.33,NA,54.17,45.83,NA,NA,100.00,NA,NA,13.89,37.50,NA,8.33,40.28,NA,NA,NA,NA,NA,NA,NA,NA,NA
04130320,3,Todd Elementary,Beloit,*,NA,NA,NA,*,*,78.67,NA,*,*,NA,*,NA,21.33,78.67,69.33,30.67,26.67,73.33,NA,50.67,49.33,NA,NA,100.00,NA,1.33,16.00,44.00,NA,6.67,32.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
04130320,K4,Todd Elementary,Beloit,NA,NA,NA,NA,NA,NA,*,NA,NA,*,NA,*,NA,*,*,64.58,35.42,NA,100.00,NA,47.92,52.08,NA,NA,100.00,NA,2.08,12.50,41.67,NA,8.33,35.42,NA,NA,NA,NA,NA,NA,NA,NA,NA
04130320,KG,Todd Elementary,Beloit,NA,NA,NA,NA,NA,NA,86.11,NA,NA,*,NA,*,NA,13.89,86.11,52.78,47.22,20.83,79.17,NA,44.44,55.56,NA,NA,100.00,NA,2.78,9.72,34.72,NA,15.28,37.50,NA,NA,NA,NA,NA,NA,NA,NA,NA
04130320,PK,Todd Elementary,Beloit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,*,*,NA,NA,100.00,NA,NA,42.86,28.57,NA,28.57,NA,NA,NA,NA,NA,*,*,*,NA,NA
0422NA,1,[Districtwide],Beloit Turner,*,*,NA,NA,NA,*,82.88,NA,NA,*,NA,8.11,NA,17.12,82.88,37.84,62.16,1.80,98.20,NA,46.85,53.15,NA,NA,100.00,NA,NA,0.90,12.61,NA,9.01,77.48,NA,NA,NA,NA,NA,NA,NA,NA,NA
0422NA,10,[Districtwide],Beloit Turner,NA,NA,NA,NA,*,*,89.47,NA,*,NA,*,*,NA,10.53,89.47,50.88,49.12,NA,100.00,NA,52.63,47.37,NA,NA,100.00,NA,3.51,6.14,13.16,NA,6.14,71.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
0422NA,11,[Districtwide],Beloit Turner,*,NA,NA,NA,*,NA,92.52,NA,*,NA,*,*,NA,7.48,92.52,36.45,63.55,NA,100.00,NA,41.12,58.88,NA,NA,100.00,NA,1.87,2.80,10.28,NA,12.15,72.90,NA,NA,NA,NA,NA,NA,NA,NA,NA
0422NA,12,[Districtwide],Beloit Turner,NA,NA,NA,NA,*,*,91.45,NA,*,NA,*,NA,NA,8.55,91.45,35.04,64.96,NA,100.00,NA,38.46,61.54,NA,NA,100.00,NA,3.42,NA,13.68,NA,4.27,78.63,NA,NA,NA,NA,NA,NA,NA,NA,NA
0422NA,2,[Districtwide],Beloit Turner,NA,NA,NA,NA,NA,NA,89.66,NA,*,*,*,*,*,10.34,89.66,38.79,61.21,2.59,97.41,NA,46.55,53.45,NA,NA,100.00,0.86,NA,NA,14.66,NA,10.34,74.14,NA,NA,NA,NA,NA,NA,NA,NA,NA
0422NA,3,[Districtwide],Beloit Turner,*,*,NA,NA,NA,NA,83.33,NA,*,5.83,*,*,NA,16.67,83.33,45.83,54.17,3.33,96.67,NA,46.67,53.33,NA,NA,100.00,NA,NA,0.83,21.67,NA,10.00,67.50,NA,NA,NA,NA,NA,NA,NA,NA,NA
0422NA,4,[Districtwide],Beloit Turner,NA,NA,NA,NA,NA,NA,87.20,NA,*,*,*,5.60,NA,12.80,87.20,38.40,61.60,NA,100.00,NA,40.80,59.20,NA,NA,100.00,NA,NA,1.60,11.20,NA,12.00,75.20,NA,NA,NA,NA,NA,NA,NA,NA,NA
0422NA,5,[Districtwide],Beloit Turner,*,NA,*,NA,NA,*,90.16,NA,*,NA,NA,*,NA,9.84,90.16,56.56,43.44,NA,100.00,NA,56.56,43.44,NA,NA,100.00,NA,NA,0.82,18.85,NA,6.56,73.77,NA,NA,NA,NA,NA,NA,NA,NA,NA
0422NA,6,[Districtwide],Beloit Turner,*,NA,NA,NA,*,NA,90.40,NA,*,NA,*,NA,NA,9.60,90.40,44.00,56.00,1.60,98.40,NA,50.40,49.60,NA,NA,100.00,NA,NA,0.80,14.40,NA,5.60,79.20,NA,NA,NA,NA,NA,NA,NA,NA,NA
0422NA,7,[Districtwide],Beloit Turner,*,NA,NA,NA,NA,*,90.24,NA,*,NA,*,NA,NA,9.76,90.24,52.03,47.97,0.81,99.19,NA,51.22,48.78,NA,NA,100.00,NA,NA,3.25,15.45,NA,8.13,73.17,NA,NA,NA,NA,NA,NA,NA,NA,NA
0422NA,8,[Districtwide],Beloit Turner,NA,NA,NA,NA,NA,*,92.62,NA,*,NA,*,*,NA,7.38,92.62,49.18,50.82,NA,100.00,NA,60.66,39.34,NA,NA,100.00,NA,0.82,3.28,9.02,NA,8.20,78.69,NA,NA,NA,NA,NA,NA,NA,NA,NA
0422NA,9,[Districtwide],Beloit Turner,*,NA,NA,NA,*,*,92.80,NA,*,NA,*,NA,NA,7.20,92.80,45.60,54.40,2.40,97.60,NA,52.00,48.00,NA,NA,100.00,NA,1.60,3.20,12.80,NA,12.00,70.40,NA,NA,NA,NA,NA,NA,NA,NA,NA
0422NA,K4,[Districtwide],Beloit Turner,NA,NA,NA,NA,NA,NA,*,NA,*,*,NA,*,NA,*,*,39.02,60.98,NA,100.00,NA,54.88,45.12,NA,NA,100.00,NA,NA,1.22,9.76,NA,7.32,81.71,NA,NA,NA,NA,NA,NA,NA,NA,NA
0422NA,KG,[Districtwide],Beloit Turner,*,NA,*,NA,*,NA,88.70,NA,*,*,NA,*,NA,11.30,88.70,40.87,59.13,6.09,93.91,NA,46.96,53.04,NA,NA,100.00,NA,NA,NA,20.00,NA,11.30,68.70,NA,NA,NA,NA,NA,NA,NA,NA,NA
0422NA,PK,[Districtwide],Beloit Turner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,*,*,NA,NA,100.00,NA,NA,NA,42.86,NA,NA,57.14,NA,NA,NA,NA,*,*,*,NA,NA
04220110,2,Garden Prairie Intermediate School,Beloit Turner,NA,NA,NA,NA,NA,NA,89.66,NA,*,*,*,*,*,10.34,89.66,38.79,61.21,2.59,97.41,NA,46.55,53.45,NA,NA,100.00,0.86,NA,NA,14.66,NA,10.34,74.14,NA,NA,NA,NA,NA,NA,NA,NA,NA
04220110,3,Garden Prairie Intermediate School,Beloit Turner,*,*,NA,NA,NA,NA,83.33,NA,*,5.83,*,*,NA,16.67,83.33,45.83,54.17,3.33,96.67,NA,46.67,53.33,NA,NA,100.00,NA,NA,0.83,21.67,NA,10.00,67.50,NA,NA,NA,NA,NA,NA,NA,NA,NA
04220110,4,Garden Prairie Intermediate School,Beloit Turner,NA,NA,NA,NA,NA,NA,87.20,NA,*,*,*,5.60,NA,12.80,87.20,38.40,61.60,NA,100.00,NA,40.80,59.20,NA,NA,100.00,NA,NA,1.60,11.20,NA,12.00,75.20,NA,NA,NA,NA,NA,NA,NA,NA,NA
04220110,5,Garden Prairie Intermediate School,Beloit Turner,*,NA,*,NA,NA,*,90.08,NA,*,NA,NA,*,NA,9.92,90.08,56.20,43.80,NA,100.00,NA,56.20,43.80,NA,NA,100.00,NA,NA,0.83,18.18,NA,6.61,74.38,NA,NA,NA,NA,NA,NA,NA,NA,NA
04229803,10,JEDI Virtual K-12,Beloit Turner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,*,*,*,*,*
04229803,11,JEDI Virtual K-12,Beloit Turner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,*,*,*,*,*
04229803,12,JEDI Virtual K-12,Beloit Turner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,*,*,*,*,*
04229803,5,JEDI Virtual K-12,Beloit Turner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,*,*,*,*,*
04229803,8,JEDI Virtual K-12,Beloit Turner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.00,NA,50.00,NA,NA,NA,NA,NA,*,*,*,*,*
04220060,1,Powers Elementary,Beloit Turner,*,*,NA,NA,NA,*,82.88,NA,NA,*,NA,8.11,NA,17.12,82.88,37.84,62.16,1.80,98.20,NA,46.85,53.15,NA,NA,100.00,NA,NA,0.90,12.61,NA,9.01,77.48,NA,NA,NA,NA,NA,NA,NA,NA,NA
04220060,K4,Powers Elementary,Beloit Turner,NA,NA,NA,NA,NA,NA,*,NA,*,*,NA,*,NA,*,*,39.02,60.98,NA,100.00,NA,54.88,45.12,NA,NA,100.00,NA,NA,1.22,9.76,NA,7.32,81.71,NA,NA,NA,NA,NA,NA,NA,NA,NA
04220060,KG,Powers Elementary,Beloit Turner,*,NA,*,NA,*,NA,88.70,NA,*,*,NA,*,NA,11.30,88.70,40.87,59.13,6.09,93.91,NA,46.96,53.04,NA,NA,100.00,NA,NA,NA,20.00,NA,11.30,68.70,NA,NA,NA,NA,NA,NA,NA,NA,NA
04220060,PK,Powers Elementary,Beloit Turner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,*,*,NA,NA,100.00,NA,NA,NA,42.86,NA,NA,57.14,NA,NA,NA,NA,*,*,*,NA,NA
04220020,10,Turner High,Beloit Turner,NA,NA,NA,NA,*,*,89.38,NA,*,NA,*,*,NA,10.62,89.38,51.33,48.67,NA,100.00,NA,52.21,47.79,NA,NA,100.00,NA,3.54,6.19,13.27,NA,6.19,70.80,NA,NA,NA,NA,NA,NA,NA,NA,NA
04220020,11,Turner High,Beloit Turner,*,NA,NA,NA,*,NA,92.45,NA,*,NA,*,*,NA,7.55,92.45,36.79,63.21,NA,100.00,NA,41.51,58.49,NA,NA,100.00,NA,1.89,2.83,9.43,NA,12.26,73.58,NA,NA,NA,NA,NA,NA,NA,NA,NA
04220020,12,Turner High,Beloit Turner,NA,NA,NA,NA,*,*,91.30,NA,*,NA,*,NA,NA,8.70,91.30,34.78,65.22,NA,100.00,NA,39.13,60.87,NA,NA,100.00,NA,3.48,NA,13.91,NA,4.35,78.26,NA,NA,NA,NA,NA,NA,NA,NA,NA
04220020,9,Turner High,Beloit Turner,*,NA,NA,NA,*,*,92.80,NA,*,NA,*,NA,NA,7.20,92.80,45.60,54.40,2.40,97.60,NA,52.00,48.00,NA,NA,100.00,NA,1.60,3.20,12.80,NA,12.00,70.40,NA,NA,NA,NA,NA,NA,NA,NA,NA
04220120,6,Turner Middle,Beloit Turner,*,NA,NA,NA,*,NA,90.40,NA,*,NA,*,NA,NA,9.60,90.40,44.00,56.00,1.60,98.40,NA,50.40,49.60,NA,NA,100.00,NA,NA,0.80,14.40,NA,5.60,79.20,NA,NA,NA,NA,NA,NA,NA,NA,NA
04220120,7,Turner Middle,Beloit Turner,*,NA,NA,NA,NA,*,90.24,NA,*,NA,*,NA,NA,9.76,90.24,52.03,47.97,0.81,99.19,NA,51.22,48.78,NA,NA,100.00,NA,NA,3.25,15.45,NA,8.13,73.17,NA,NA,NA,NA,NA,NA,NA,NA,NA
04220120,8,Turner Middle,Beloit Turner,NA,NA,NA,NA,NA,*,92.50,NA,*,NA,*,*,NA,7.50,92.50,48.33,51.67,NA,100.00,NA,60.00,40.00,NA,NA,100.00,NA,0.83,3.33,8.33,NA,7.50,80.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
0427NA,1,[Districtwide],Benton,NA,NA,NA,NA,NA,NA,*,NA,NA,*,NA,*,NA,*,*,45.83,54.17,NA,100.00,NA,50.00,50.00,NA,NA,100.00,NA,NA,NA,8.33,NA,4.17,87.50,NA,NA,NA,NA,NA,NA,NA,NA,NA
0427NA,10,[Districtwide],Benton,NA,NA,NA,NA,*,NA,*,NA,NA,NA,*,NA,NA,*,*,46.15,53.85,NA,100.00,NA,*,*,NA,NA,100.00,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
0427NA,11,[Districtwide],Benton,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,100.00,*,*,NA,100.00,NA,*,*,NA,NA,100.00,NA,5.88,NA,5.88,NA,5.88,82.35,NA,NA,NA,NA,NA,NA,NA,NA,NA
0427NA,12,[Districtwide],Benton,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,100.00,*,*,NA,100.00,NA,42.86,57.14,NA,NA,100.00,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
0427NA,2,[Districtwide],Benton,NA,NA,NA,NA,NA,NA,*,NA,NA,NA,NA,*,NA,*,*,53.85,46.15,NA,100.00,NA,53.85,46.15,NA,NA,100.00,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
0427NA,3,[Districtwide],Benton,NA,NA,NA,NA,*,NA,*,NA,NA,NA,*,*,NA,*,*,46.15,53.85,NA,100.00,NA,46.15,53.85,NA,NA,100.00,NA,NA,NA,NA,NA,7.69,92.31,NA,NA,NA,NA,NA,NA,NA,NA,NA
0427NA,4,[Districtwide],Benton,NA,NA,NA,NA,NA,NA,55.56,NA,NA,NA,*,*,NA,44.44,55.56,55.56,44.44,NA,100.00,NA,44.44,55.56,NA,NA,100.00,NA,NA,NA,5.56,NA,NA,94.44,NA,NA,NA,NA,NA,NA,NA,NA,NA
0427NA,5,[Districtwide],Benton,NA,NA,NA,NA,*,NA,*,NA,NA,NA,NA,NA,NA,*,*,*,*,NA,100.00,NA,*,*,NA,NA,100.00,NA,NA,NA,6.25,NA,NA,93.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
0427NA,6,[Districtwide],Benton,NA,NA,NA,NA,NA,*,*,NA,*,NA,*,NA,NA,*,*,NA,NA,NA,100.00,NA,*,*,NA,NA,100.00,NA,NA,NA,10.00,NA,NA,90.00,NA,NA,NA,NA,*,NA,NA,NA,NA
