CNTYNAME,year,vulnerable_role,ped_inj_name,driver_age,count
MILWAUKEE,2024,Pedestrian,Suspected Serious Injury,76,1
MILWAUKEE,2024,Pedestrian,Suspected Serious Injury,78,1
MILWAUKEE,2024,Pedestrian,Suspected Serious Injury,80,1
MILWAUKEE,2024,Pedestrian,Suspected Serious Injury,84,1
MILWAUKEE,2024,Pedestrian,Suspected Serious Injury,NA,25
MILWAUKEE,2024,Pedestrian,Fatality,18,1
MILWAUKEE,2024,Pedestrian,Fatality,23,1
MILWAUKEE,2024,Pedestrian,Fatality,24,2
MILWAUKEE,2024,Pedestrian,Fatality,27,1
MILWAUKEE,2024,Pedestrian,Fatality,32,1
MILWAUKEE,2024,Pedestrian,Fatality,33,2
MILWAUKEE,2024,Pedestrian,Fatality,34,1
MILWAUKEE,2024,Pedestrian,Fatality,41,1
MILWAUKEE,2024,Pedestrian,Fatality,46,1
MILWAUKEE,2024,Pedestrian,Fatality,49,1
MILWAUKEE,2024,Pedestrian,Fatality,63,1
MILWAUKEE,2024,Pedestrian,Fatality,67,1
MILWAUKEE,2024,Pedestrian,Fatality,91,1
MILWAUKEE,2024,Pedestrian,Fatality,NA,4
